transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_region,customer_risk_level,bank_id,bank_name,bank_region,bank_compliance_score,amount,currency,transaction_date,transaction_location,is_high_risk,is_valid_bank_id,z_score,transaction_count,avg_transaction_amount,max_transaction_amount,min_transaction_amount,high_risk_flag
766,3,Edwin Soto,thomas69@hotmail.com,908.612.6847,North,High,586,Bank 586,East,0.6,3151.21,USD,2023-12-25,Taylorbury,True,True,-0.6295098953351749,1,3151.21,3151.21,3151.21,False
767,288,Emily Aguilar,clarkallison@williams.com,+1-112-133-1416x490,North,Low,527,Bank 527,West,0.59,1006.21,USD,2024-05-20,East Matthew,False,True,-1.3854164815247152,3,5436.09,8172.59,1006.21,False
768,924,Shelby Howell,xporter@yahoo.com,+1-011-535-0504,North,Low,486,Bank 486,North,0.58,1861.01,USD,2024-02-15,East Nicholasmouth,False,True,-1.0841815398581327,2,4387.165,6913.32,1861.01,False
769,849,Sarah Mccarty,christophergardner@gmail.com,001-177-353-2915x768,West,Low,198,Bank 198,South,0.86,6784.09,USD,2024-10-26,East Jessicaberg,False,True,0.6507315586677423,3,7342.876666666666,9442.85,5801.69,True
770,377,Joseph Lowe,allenphillip@gmail.com,+1-026-613-1095x3700,North,Low,996,Bank 996,East,0.77,4709.74,USD,2024-11-04,Gilmoreburgh,True,True,-0.08027768471793283,1,4709.74,4709.74,4709.74,False
771,145,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859,North,High,313,Bank 313,South,0.75,248.69,USD,2024-06-26,Jordanville,False,True,-1.6523695617905898,3,3647.1733333333336,8411.99,248.69,False
772,786,Deborah Reyes,fwood@gmail.com,863-850-9551x1306,East,High,199,Bank 199,North,0.63,8266.1,USD,2024-04-09,Lake Rodney,False,True,1.1729978149841809,5,4612.992,9716.82,1412.78,True
773,387,Ashley Dean,ericsandoval@robbins.biz,(039)978-6066,West,Medium,698,Bank 698,East,0.88,2009.84,USD,2023-12-23,Tylerport,True,True,-1.031733252108674,3,5708.38,7653.14,2009.84,False
774,621,David Williamson,kingwayne@summers-matthews.net,3164977132,North,High,776,Bank 776,West,0.54,2861.55,USD,2024-03-21,Lake Abigail,True,True,-0.731587238811008,2,3640.46,4419.37,2861.55,False
775,372,Michael Arnold,ocampos@yahoo.com,514.600.0038x56093,North,Medium,715,Bank 715,West,0.79,9017.49,USD,2024-05-31,Juliestad,True,True,1.4377906587123666,1,9017.49,9017.49,9017.49,True
776,754,Jessica Farmer,jmartin@stephens-kelley.com,001-500-404-1703x129,East,High,157,Bank 157,North,0.62,3514.13,USD,2023-12-05,Mosleytown,False,True,-0.501615434607945,2,5399.0599999999995,7283.99,3514.13,False
777,935,Matthew Lopez,cainmichelle@smith-chapman.com,(426)527-9364,South,Low,401,Bank 401,West,0.78,1234.38,USD,2024-07-10,Thomasberg,False,True,-1.3050084601863154,1,1234.38,1234.38,1234.38,False
778,896,Matthew Rosario,kruegerbeverly@gonzalez-williams.biz,818.088.8428,West,Low,629,Bank 629,West,0.64,2090.42,USD,2024-06-22,New Tami,True,True,-1.003336537556155,1,2090.42,2090.42,2090.42,False
779,795,Crystal Schultz,andrew30@williams.com,001-471-796-5088,West,High,891,Bank 891,South,0.81,5145.84,USD,2024-09-21,Lake Sarah,False,True,0.07340570094046288,2,6491.71,7837.58,5145.84,False
780,777,Anna Henson,molinastephen@baker.com,786.362.1700,West,Low,1001,Bank 1001,South,0.66,1075.73,USD,2024-09-03,Elizabethhaven,False,True,-1.3609173552441105,2,3071.7250000000004,5067.72,1075.73,False
781,825,Dr. Michelle Warner,robertdeleon@yahoo.com,001-424-832-0988x99643,South,Low,573,Bank 573,East,0.71,1914.77,USD,2024-09-08,Lake Jamesside,True,True,-1.0652363006630048,1,1914.77,1914.77,1914.77,False
782,833,Helen Williams,margaretwiley@gmail.com,441-840-1444,North,High,622,Bank 622,West,0.92,1767.03,USD,2024-05-30,New Kelly,False,True,-1.1173004680493186,2,4986.415,8205.8,1767.03,False
783,943,Andrea Green,smithpatricia@lee.net,(791)560-6725,East,Low,631,Bank 631,East,0.86,8656.6,USD,2023-12-16,Rasmussenborough,False,True,1.3106115781109946,1,8656.6,8656.6,8656.6,True
784,40,Amber Anderson,swansonsteven@stephens.com,001-637-376-3959x6216,East,Low,851,Bank 851,East,0.71,3597.19,USD,2023-12-25,Port Alexandraside,False,True,-0.4723447581282698,1,3597.19,3597.19,3597.19,False
785,886,Katherine Hoover,franceskim@powers.com,+1-369-603-2989x98433,South,High,231,Bank 231,South,0.96,6704.43,USD,2024-02-09,North David,False,True,0.6226590557978782,3,3150.5,6704.43,300.61,True
786,494,Steven Ochoa,evansdylan@contreras-alvarez.com,7491977086,South,Medium,580,Bank 580,West,0.52,5585.25,USD,2023-12-09,Moorefort,False,True,0.22825554384840965,1,5585.25,5585.25,5585.25,False
787,483,Chad Green,rachel97@gmail.com,(705)064-4295x4912,West,High,594,Bank 594,East,0.7,8637.82,USD,2024-02-12,Port Melanieburgh,False,True,1.3039934309368035,2,8357.855,8637.82,8077.89,True
788,621,David Williamson,kingwayne@summers-matthews.net,3164977132,North,High,15,Bank 15,West,0.59,4419.37,USD,2024-10-28,Cohenside,False,True,-0.18260523503581477,2,3640.46,4419.37,2861.55,False
789,724,Rachel Callahan,markscrystal@cochran.com,+1-048-895-8655,North,Medium,218,Bank 218,East,0.81,6789.75,USD,2024-07-02,Lake Christinaside,True,True,0.6527261653240746,1,6789.75,6789.75,6789.75,True
790,611,Sharon Crawford,brittney14@avila.com,(162)737-7482x4087,East,Low,670,Bank 670,North,0.72,567.52,USD,2023-11-25,Edwardchester,False,True,-1.5400125935505842,4,4004.4425,6738.35,567.52,False
791,119,Joanna Johns,cheyennesmith@ortiz.info,901.185.2727x756,South,Medium,128,Bank 128,East,0.75,4576.08,USD,2024-09-30,Hernandezside,True,True,-0.1273800037436176,2,3845.29,4576.08,3114.5,False
792,451,Cody Smith,johnsmolly@mcguire.com,+1-712-995-9387x9909,North,Low,452,Bank 452,East,0.6,4123.7,USD,2024-09-22,Griffinfort,True,True,-0.28680052656899024,1,4123.7,4123.7,4123.7,False
793,250,Ashley Gardner,wyattmoore@mathews.com,036.579.4207,West,High,198,Bank 198,South,0.86,684.09,USD,2024-09-12,New Marioton,True,True,-1.498932858934214,1,684.09,684.09,684.09,False
794,768,Susan Nelson,brookeaguirre@molina.biz,428-148-9096x15793,East,Low,881,Bank 881,North,1.0,3383.69,USD,2024-09-15,Peterstad,True,True,-0.5475830127443383,2,2847.9300000000003,3383.69,2312.17,False
795,252,Sarah Odom,zandrews@hotmail.com,+1-209-288-6101x1602,West,Medium,681,Bank 681,South,0.86,2658.78,USD,2024-09-06,North Timothyshire,True,True,-0.8030441984761143,4,4382.2225,6815.88,2115.49,False
796,57,Dr. Natalie Hernandez,wpatterson@adams-davis.com,739.545.9593x2502,East,Low,830,Bank 830,East,0.93,3548.93,USD,2024-04-20,Port Davidborough,True,True,-0.4893517753075274,1,3548.93,3548.93,3548.93,False
797,2,Brenda Johnson,brian45@gmail.com,+1-039-539-9788x62818,South,Low,50,Bank 50,East,0.84,3078.17,USD,2024-07-15,Watsonmouth,True,True,-0.6552494837059366,2,6503.46,9928.75,3078.17,False
798,286,Kevin Martin,rnelson@perry-cardenas.org,839.774.2610x78713,West,Low,278,Bank 278,North,0.57,4247.92,USD,2024-07-09,Zacharyport,True,True,-0.24302490133054508,1,4247.92,4247.92,4247.92,False
799,561,Stacy Smith,amandahorne@anderson-hall.com,+1-414-999-9255x5442,East,High,507,Bank 507,East,0.82,4937.52,USD,2024-05-10,East Joanne,True,True,-7.100940658244678e-06,3,5834.493333333333,9228.75,3337.21,False
800,120,Melinda Rodriguez,andrewraymond@kirby.org,965.347.9719x27607,East,Low,171,Bank 171,East,0.75,8034.61,USD,2024-03-30,Michaelfort,True,True,1.091419812356201,3,5988.1466666666665,8034.61,4025.26,True
801,786,Deborah Reyes,fwood@gmail.com,863-850-9551x1306,East,High,459,Bank 459,North,1.0,1412.78,USD,2024-04-27,Ramirezborough,False,True,-1.2421395860715305,5,4612.992,9716.82,1412.78,False
802,391,Jonathan Spencer,vanessa12@payne.com,+1-876-041-1912x38995,North,High,434,Bank 434,North,0.65,9763.79,USD,2024-09-10,North Robertfort,True,True,1.7007897660658653,3,9731.53,9763.79,9679.24,True
803,524,Michelle Bennett MD,matthewrodriguez@yahoo.com,001-109-226-2179x75572,North,Low,622,Bank 622,West,0.92,4490.24,USD,2024-03-19,Kevintown,True,True,-0.1576303633513147,2,4787.735,5085.23,4490.24,False
804,694,Jeffrey Harding,timothy08@gmail.com,560-586-6418x451,South,Low,330,Bank 330,North,0.54,7431.94,USD,2024-05-12,Lindsayland,True,True,0.8790364919371565,1,7431.94,7431.94,7431.94,True
805,153,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466,West,Low,379,Bank 379,South,0.84,8706.3,USD,2024-05-20,New James,True,True,1.328126057054407,3,7540.1466666666665,9016.89,4897.25,True
806,763,Brandi Meadows,travis36@smith.info,779-844-9388,South,Low,520,Bank 520,West,0.82,723.1,USD,2024-11-09,Stevenborough,True,True,-1.4851855787816477,3,1540.4833333333333,3580.37,317.98,False
807,649,Ashley Wise,paul14@yahoo.com,001-756-780-2247,South,Medium,317,Bank 317,South,0.82,2512.69,USD,2024-09-30,Gordonview,True,True,-0.8545268992576668,3,6354.9766666666665,9411.22,2512.69,False
808,937,Melissa Smith,ashleygreen@hotmail.com,(628)568-6799,West,Low,616,Bank 616,East,0.66,4419.71,USD,2024-01-28,Jenniferport,False,True,-0.18248541767483362,2,2345.125,4419.71,270.54,False
809,881,Alyssa Roberts,rebeccahernandez@sanders.com,(647)175-9272,South,Medium,638,Bank 638,North,0.87,4560.93,USD,2024-02-24,Lake Nicolemouth,True,True,-0.13271892438733382,2,6979.360000000001,9397.79,4560.93,False
810,252,Sarah Odom,zandrews@hotmail.com,+1-209-288-6101x1602,West,Medium,752,Bank 752,East,0.75,2115.49,USD,2024-05-08,Kaylabury,False,True,-0.994501769203814,4,4382.2225,6815.88,2115.49,False
811,817,Evan Campbell,tfuentes@yahoo.com,001-873-246-3514x4373,West,Low,485,Bank 485,East,0.61,2050.93,USD,2023-11-29,West Anthonymouth,False,True,-1.0172529716301062,3,3372.75,5989.25,2050.93,False
812,505,Lori Olson,zdowns@gmail.com,046.693.7705,East,Medium,924,Bank 924,South,0.59,4331.55,USD,2024-04-30,New Vanessamouth,False,True,-0.2135533545692251,3,3664.773333333333,5835.83,826.94,False
813,857,Jeffrey Anderson,rbrandt@gmail.com,717.082.7313,West,Medium,238,Bank 238,South,0.5,2708.88,USD,2024-06-19,Wesleystad,True,True,-0.7853887579315475,3,1722.0866666666668,2708.88,862.82,False
814,718,Christopher Baxter,robertgibson@yahoo.com,+1-235-803-7906,North,Medium,608,Bank 608,West,0.76,9300.06,USD,2024-04-19,Scottview,False,True,1.537369457807741,2,5366.264999999999,9300.06,1432.47,True
815,725,Peter James,ashley87@hotmail.com,001-018-324-1599x223,East,Medium,244,Bank 244,West,0.73,4214.53,USD,2024-02-23,Davidland,False,True,-0.25479167098689426,2,6455.639999999999,8696.75,4214.53,False
816,738,Mariah Winters,haleheather@yahoo.com,(149)339-2221x5270,South,High,830,Bank 830,East,0.93,3334.99,USD,2024-06-19,New Jeffrey,False,True,-0.5647450876848655,1,3334.99,3334.99,3334.99,False
817,408,Sherry Wells,markmiller@gmail.com,(709)847-7005x658,East,Low,952,Bank 952,South,0.63,4705.23,USD,2024-07-09,Port Christopherville,True,True,-0.08186702677094682,2,5862.094999999999,7018.96,4705.23,False
818,310,Diane Owen,meyeralice@yahoo.com,457.914.5241,East,Medium,415,Bank 415,East,0.96,3349.29,USD,2023-12-01,South Larryview,True,True,-0.5597057104436018,1,3349.29,3349.29,3349.29,False
819,300,Joseph Lee,leslieproctor@gmail.com,2698067397,South,Low,7,"Garcia, Smith and Woods",West,0.81,3057.17,USD,2024-02-17,North Cheyenneside,True,True,-0.6626499677665335,1,3057.17,3057.17,3057.17,False
820,715,Melissa Murray,jenniferroberts@gmail.com,+1-086-269-9513x512,West,Low,804,Bank 804,South,0.67,8229.96,USD,2024-10-15,Brandiberg,False,True,1.160261934319896,3,4707.13,8229.96,1055.99,True
821,95,Amy Bates,sherryvillanueva@yahoo.com,847.738.4007,East,Medium,930,Bank 930,West,0.74,9856.99,USD,2024-02-07,Manningchester,False,True,1.7336338191347997,3,4953.203333333334,9856.99,151.38,True
822,597,Michael Dunn,knightgeorge@griffin-flores.net,6102996239,East,High,433,Bank 433,East,0.84,8986.3,USD,2024-04-26,Joshuabury,True,True,1.4267991778623657,2,6452.365,8986.3,3918.43,True
823,787,Max Lloyd,cynthiacarter@gmail.com,+1-989-683-1109,East,Low,438,Bank 438,West,0.86,5000.76,USD,2024-05-22,Michaelburgh,True,True,0.02227892820182491,2,5336.235000000001,5671.71,5000.76,False
824,709,Emily Martinez,gzuniga@yahoo.com,001-270-566-5258x9029,East,High,492,Bank 492,West,0.77,1782.42,USD,2023-12-02,New Arthurchester,False,True,-1.1118769704449094,1,1782.42,1782.42,1782.42,False
825,784,Jessica Rubio,christopherreilly@yahoo.com,(156)433-3418,East,High,251,Bank 251,West,0.72,3601.2,USD,2024-11-22,Rogershaven,False,True,-0.4709316180766988,6,5130.055,7294.25,2383.42,False
826,196,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001,North,High,840,Bank 840,South,0.93,2377.28,USD,2024-04-03,New Nicholas,True,True,-0.9022459252884013,3,5620.5233333333335,9020.73,2377.28,False
827,630,Logan Mendez,ibarker@yahoo.com,(685)154-4732x130,South,Low,380,Bank 380,South,0.52,3262.58,USD,2023-11-28,Sawyerberg,False,True,-0.5902626615338094,1,3262.58,3262.58,3262.58,False
828,79,Linda Simpson,denisewiley@hotmail.com,+1-105-601-8227x5633,North,Medium,548,Bank 548,North,0.88,3956.41,USD,2024-02-18,Jesseshire,True,True,-0.34575419221171666,3,2648.34,3956.41,1885.15,False
829,13,Sarah Harper,michaelsmith@gmail.com,999.595.0833x62937,East,Low,48,Bank 48,East,0.7,4844.53,USD,2023-12-18,North Kimberlyhaven,False,True,-0.03277714916898732,2,5864.76,6884.99,4844.53,False
830,467,Stanley Rowe,joelmorris@fuentes-brown.org,001-954-432-3554x21219,South,Medium,822,Bank 822,West,0.53,2126.21,USD,2024-05-24,Reyesfort,True,True,-0.9907239982928806,1,2126.21,2126.21,2126.21,False
831,171,Alice Whitney,chapmanmark@yahoo.com,001-621-000-7899x38640,North,Low,32,Bank 32,North,0.57,3579.57,USD,2024-07-22,Rosariostad,False,True,-0.47855411665911346,1,3579.57,3579.57,3579.57,False
832,246,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935,West,Medium,72,Bank 72,South,0.55,3371.53,USD,2024-11-05,Lake Caitlin,True,True,-0.5518682454194267,3,3808.6866666666665,4942.58,3111.95,False
833,59,Rachel Avila,jenniferward@jackson-lewis.biz,939-519-7695,West,High,885,Bank 885,North,0.7,6010.86,USD,2024-01-01,Watsonside,True,True,0.37824221151653553,1,6010.86,6010.86,6010.86,True
834,423,Joshua Ortiz,saraholmes@hernandez-moran.com,5400975139,South,Medium,433,Bank 433,East,0.84,4461.35,USD,2024-10-30,West Henryshire,True,True,-0.16781131499467852,3,4648.446666666667,7153.5,2330.49,False
835,81,Cynthia Christensen,brownrita@figueroa-miles.com,898-003-3371,West,Low,425,Bank 425,North,0.87,9420.27,USD,2024-06-26,Port Robert,True,True,1.5797319429946153,2,8858.98,9420.27,8297.69,True
836,661,Carlos Salas,denise32@yahoo.com,(915)991-6264,East,Medium,935,Bank 935,East,0.86,6536.11,USD,2024-08-28,South Dianehaven,True,True,0.5633424140321793,1,6536.11,6536.11,6536.11,True
837,164,Scott Fernandez,jgonzalez@hotmail.com,+1-621-160-7073x79198,West,Low,903,Bank 903,South,0.76,9203.33,USD,2024-11-05,Danielton,False,True,1.5032814186086203,1,9203.33,9203.33,9203.33,True
838,551,Carol Berg,mercedes39@cooper.com,001-841-724-4814x355,West,Medium,112,Bank 112,South,0.91,412.07,USD,2024-01-21,South Lisa,True,True,-1.5947937957991458,3,2076.4233333333336,4183.5,412.07,False
839,558,Amy Patel,pavila@martin.org,698.434.6783x176,West,High,79,Bank 79,North,0.56,9730.33,USD,2024-03-25,East Stephaniebury,False,True,1.688998328129314,2,8146.755,9730.33,6563.18,True
840,512,Erica Rogers,josephewing@yahoo.com,(233)574-1898x77939,West,High,1010,Bank 1010,North,0.8,6572.08,USD,2024-08-25,Griffithville,True,True,0.5760183860159733,1,6572.08,6572.08,6572.08,True
841,707,Sarah Walker,adamscarol@hotmail.com,001-011-977-7346x987,West,Low,129,Bank 129,South,0.85,7936.13,USD,2024-03-29,Jasmineport,False,True,1.0567150661520304,3,6470.55,9652.95,1822.57,True
842,725,Peter James,ashley87@hotmail.com,001-018-324-1599x223,East,Medium,610,Bank 610,South,0.97,8696.75,USD,2024-05-29,Arnoldborough,False,True,1.32476059882685,2,6455.639999999999,8696.75,4214.53,True
843,209,Alejandra Butler,jmcdowell@hotmail.com,+1-417-232-2735,East,Low,182,Bank 182,North,0.55,9954.31,USD,2024-05-08,New Katietown,False,True,1.767929776695623,1,9954.31,9954.31,9954.31,True
844,175,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289,South,Low,502,Bank 502,East,0.66,4553.08,USD,2024-10-13,Lake Keithview,True,True,-0.13548529580998564,3,2710.7233333333334,4553.08,587.11,False
845,448,Seth Reyes,hallricky@hotmail.com,265-963-0056x54282,North,Medium,442,Bank 442,North,0.66,4091.36,USD,2024-03-07,Orrville,True,True,-0.2981972720223094,1,4091.36,4091.36,4091.36,False
846,784,Jessica Rubio,christopherreilly@yahoo.com,(156)433-3418,East,High,343,Bank 343,North,0.79,6969.96,USD,2024-09-06,South Adrian,True,True,0.7162328906840826,6,5130.055,7294.25,2383.42,True
847,728,Andrew Bell,susan11@hotmail.com,327-498-3243x5034,West,Medium,147,Bank 147,West,0.59,7081.95,USD,2024-11-13,New Lisastad,False,True,0.7556986149672371,1,7081.95,7081.95,7081.95,True
848,778,Mark Rogers,irodgers@yahoo.com,108-203-0596,East,Low,992,Bank 992,West,0.91,6195.11,USD,2024-03-25,Leetown,False,True,0.44317264904820114,2,5776.615,6195.11,5358.12,True
849,67,Jessica Moyer,williamsmichelle@hotmail.com,7920943978,South,Medium,968,Bank 968,North,0.83,1313.72,USD,2024-05-11,Frazierfurt,True,True,-1.2770487265973745,3,1396.78,2719.25,157.37,False
850,646,Clayton Newman DDS,castillosamuel@watts-ross.info,884-187-7832,West,High,321,Bank 321,West,0.73,2005.85,USD,2024-06-10,Juliestad,True,True,-1.0331393440801875,3,5183.626666666667,7133.35,2005.85,False
851,532,Stephanie Hudson,zachary75@gmail.com,(922)885-9020x77006,South,Low,490,Bank 490,East,0.99,7157.74,USD,2024-05-31,Carlsonstad,False,True,0.7824073143459341,3,5911.986666666667,7157.74,4365.61,True
852,212,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140,South,Medium,687,Bank 687,South,0.81,3372.46,USD,2024-04-25,West Brianmouth,False,True,-0.5515405096967432,3,5984.650000000001,7575.61,3372.46,False
853,127,Gina Rios,erictaylor@yahoo.com,+1-753-585-3701x467,North,Medium,313,Bank 313,South,0.75,4648.43,USD,2024-02-25,East Victoriafort,True,True,-0.10188357413484674,2,4818.65,4988.87,4648.43,False
854,988,James Johnson,mariawilliams@holt.net,164.374.2083x4654,East,Medium,848,Bank 848,North,0.58,694.14,USD,2024-11-09,Port Mirandaside,True,True,-1.4953911987052138,1,694.14,694.14,694.14,False
855,366,Michelle Martin,sarahhall@castro-lee.com,7009740680,South,Medium,638,Bank 638,North,0.87,130.14,USD,2024-04-23,Vangtown,False,True,-1.6941470563326733,1,130.14,130.14,130.14,False
856,587,Ashley Williams,beckjeffrey@yahoo.com,(285)796-6083x998,West,Low,286,Bank 286,North,0.76,529.14,USD,2024-03-30,Brianmouth,True,True,-1.5535378591813322,1,529.14,529.14,529.14,False
857,493,Michelle Rivera,justin61@yahoo.com,(705)603-7481,South,Medium,926,Bank 926,South,0.77,2612.29,USD,2024-06-03,Port Emily,True,True,-0.8194274605702644,3,4300.946666666667,7730.8,2559.75,False
858,450,Kaitlyn Bruce,adrian47@wright-ritter.info,+1-652-974-5067x97628,East,Low,958,Bank 958,North,0.84,4766.97,USD,2024-02-01,Tracyfort,False,True,-0.06010960363279169,1,4766.97,4766.97,4766.97,False
859,33,Tammy Lopez,donnapotter@gmail.com,(974)811-5648,North,Medium,130,Bank 130,North,0.6,6234.57,USD,2024-07-04,North William,True,True,0.45707851100206565,1,6234.57,6234.57,6234.57,True
860,608,Kristy Stephens,shellyowens@gmail.com,959-549-2628x70404,North,High,449,Bank 449,West,0.55,1521.92,USD,2024-01-25,Reyestown,False,True,-1.2036782131965995,2,1176.52,1521.92,831.12,False
861,48,Nicole Bowers,bpratt@williams.com,+1-809-620-6411x3966,East,High,502,Bank 502,East,0.66,4148.39,USD,2024-04-21,Garciamouth,True,True,-0.27809967173774547,1,4148.39,4148.39,4148.39,False
862,909,Christie Johnson,michellebaker@gmail.com,435-343-6533,West,Medium,799,Bank 799,West,0.97,7158.82,USD,2024-05-25,North Markshire,False,True,0.7827879106690505,3,6522.783333333333,7158.82,6013.79,True
863,561,Stacy Smith,amandahorne@anderson-hall.com,+1-414-999-9255x5442,East,High,614,Bank 614,West,0.53,3337.21,USD,2024-06-17,Tamaramouth,True,True,-0.5639627507984595,3,5834.493333333333,9228.75,3337.21,False
864,609,Rachel Townsend,ann27@hotmail.com,(448)516-1846x913,North,High,493,Bank 493,South,0.97,7579.24,USD,2023-12-28,Terristad,True,True,0.9309456015622005,2,4347.465,7579.24,1115.69,True
865,871,Chelsey Green,johnsonsherry@gmail.com,941-439-9243x018,South,High,416,Bank 416,North,0.73,922.06,USD,2024-05-27,Patrickland,False,True,-1.4150712783675357,1,922.06,922.06,922.06,False
866,859,Darren Bernard,jtran@gmail.com,320-951-3441,West,High,82,Bank 82,North,0.63,5390.74,USD,2023-12-09,West Matthew,True,True,0.159709441247138,2,6346.875,7303.01,5390.74,False
867,461,Tyler Martin,amberfloyd@hotmail.com,+1-143-008-5080x1419,East,Low,30,Bank 30,East,0.92,6353.24,USD,2024-08-17,New Mark,False,True,0.49889829402449587,1,6353.24,6353.24,6353.24,True
868,234,Daniel Ortega,tmartin@yahoo.com,+1-093-304-0342x30293,East,High,629,Bank 629,West,0.64,6216.57,USD,2024-09-14,South Nancy,False,True,0.45073523895012546,1,6216.57,6216.57,6216.57,True
869,831,Samantha Thompson,suelong@yahoo.com,198-543-9211x50268,North,Low,290,Bank 290,East,0.87,4776.3,USD,2024-01-04,Suefurt,True,True,-0.05682167428586938,3,1819.51,4776.3,89.41,False
870,170,Michelle Alvarado,smithbarbara@hotmail.com,822.940.5894,North,Low,720,Bank 720,North,0.89,2084.02,USD,2024-03-19,West Christopher,False,True,-1.0055919231746226,1,2084.02,2084.02,2084.02,False
871,955,Rachel Bell,samuelhurley@york-serrano.com,(225)425-4053,South,Low,406,Bank 406,West,0.97,1191.51,USD,2023-12-30,Cookshire,False,True,-1.3201160197900197,4,2840.8175,5367.5,1191.51,False
872,595,Sherry Brown,katherineperry@hotmail.com,001-292-514-4039x640,West,Low,660,Bank 660,East,0.71,5965.7,USD,2024-01-07,North Cynthia,False,True,0.36232764674622336,2,7704.51,9443.32,5965.7,False
873,960,Matthew Taylor,usingleton@yahoo.com,924-907-2397x218,East,High,646,Bank 646,North,0.95,6711.31,USD,2024-11-07,North Laurenmouth,True,True,0.625083595337731,1,6711.31,6711.31,6711.31,True
874,714,Alexis Wilson,josewhite@gmail.com,(007)064-2235,West,Medium,27,Bank 27,East,0.97,2764.94,USD,2024-03-06,Port Bradleyview,False,True,-0.7656329895297826,4,5505.3625,7879.18,2764.94,False
875,130,Jesse Mckinney,lindseydiana@hotmail.com,001-214-297-4716x9864,East,High,685,Bank 685,North,0.96,2965.15,USD,2024-05-03,West Kellyfurt,True,True,-0.6950781841120633,2,1764.97,2965.15,564.79,False
876,136,Raven Rogers,megan99@golden.net,+1-356-141-8725x3102,East,Medium,548,Bank 548,North,0.88,360.92,USD,2023-12-12,Michelleshire,True,True,-1.6128192605467424,2,2750.07,5139.22,360.92,False
877,408,Sherry Wells,markmiller@gmail.com,(709)847-7005x658,East,Low,984,Bank 984,East,0.96,7018.96,USD,2023-12-14,Bassville,True,True,0.7335006868254753,2,5862.094999999999,7018.96,4705.23,True
878,178,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154,North,High,964,Bank 964,South,0.63,3463.89,USD,2023-12-06,Port Tracy,False,True,-0.519320211712916,3,1987.2366666666667,3463.89,602.48,False
879,740,Ronnie Aguirre,christopherdillon@gmail.com,(391)931-1798,West,Medium,831,Bank 831,South,0.77,8806.2,USD,2024-03-22,Pattersonview,False,True,1.3633312169426757,1,8806.2,8806.2,8806.2,True
880,717,Albert Freeman,jgarrett@hotmail.com,+1-043-668-0864x3696,North,Medium,157,Bank 157,North,0.62,8022.0,USD,2024-03-30,Port Jeanette,True,True,1.086975997879814,2,7480.545,8022.0,6939.09,True
881,658,Jordan Carr,zvargas@hotmail.com,015.605.5460x56031,South,High,308,Bank 308,West,0.99,9912.62,USD,2024-08-20,Darrenborough,False,True,1.7532380538153243,1,9912.62,9912.62,9912.62,True
882,533,Sonya Phillips,cynthia02@gmail.com,788.114.7931x237,West,Medium,855,Bank 855,West,0.98,2316.97,USD,2024-03-16,Haleyport,False,True,-0.92349941070243,1,2316.97,2316.97,2316.97,False
883,371,Tonya Lane,jasonsnyder@smith.biz,361.700.8894x89523,East,Low,867,Bank 867,East,0.57,5123.12,USD,2024-03-17,Port Brittany,False,True,0.06539908199490273,2,5231.96,5340.8,5123.12,False
884,652,Amy Holden,jill00@hotmail.com,+1-910-886-6978x488,South,Low,206,Bank 206,East,0.84,5504.76,USD,2024-10-04,Traceyville,False,True,0.19989054565615047,1,5504.76,5504.76,5504.76,False
885,569,Trevor Trevino,ssmith@yahoo.com,(276)606-5300,North,Low,782,Bank 782,East,0.65,132.06,USD,2024-02-26,West Susan,False,True,-1.693470440647133,1,132.06,132.06,132.06,False
886,889,Brenda Richardson,allensheryl@avery.com,(600)936-7593,West,Low,676,Bank 676,West,1.0,3445.8,USD,2024-09-20,Joseview,False,True,-0.5256952001251157,1,3445.8,3445.8,3445.8,False
887,695,Tammie Kennedy,timothy47@spencer.com,475.487.8718x410,North,High,941,Bank 941,West,0.78,5270.88,USD,2024-07-09,Benjaminstad,False,True,0.11747029746127412,1,5270.88,5270.88,5270.88,False
888,923,Jennifer Watts,patricia89@hotmail.com,110-345-6775,East,High,631,Bank 631,East,0.86,6436.33,USD,2024-06-25,Port Kristy,False,True,0.5281795426242576,2,3659.52,6436.33,882.71,True
889,505,Lori Olson,zdowns@gmail.com,046.693.7705,East,Medium,852,Bank 852,North,0.53,826.94,USD,2024-03-20,North Gregoryport,False,True,-1.4485919471220106,3,3664.773333333333,5835.83,826.94,False
890,143,Mark Taylor,kelly85@weber.net,7073159635,East,Medium,602,Bank 602,East,0.9,6615.78,USD,2023-11-23,Bridgetmouth,False,True,0.5914184409420725,3,8439.966666666667,9480.34,6615.78,True
891,385,Patricia Schwartz,chris13@yahoo.com,296-384-5967x398,East,High,1008,Bank 1008,West,0.71,5133.66,USD,2023-12-13,Marybury,False,True,0.06911342018531658,2,6864.1849999999995,8594.71,5133.66,False
892,519,James Osborne,carrillodawn@yahoo.com,(403)134-3212,North,Low,606,Bank 606,East,0.62,1632.37,USD,2024-09-09,Johnsonshire,False,True,-1.1647551910778888,3,3564.7033333333334,5045.59,1632.37,False
