transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_region,customer_risk_level,bank_id,bank_name,bank_region,bank_compliance_score,amount,currency,transaction_date,transaction_location,is_high_risk,is_valid_bank_id
505,315,"James Garrett",perezkevin@brown-nelson.com,(403)793-9962x42141,East,Low,398,"Bank 398",East,0.87,8851.20,USD,2024-02-12,"Port Zacharyview",0,1
506,299,"Mark Ritter",kcarpenter@hunter-jones.info,334-344-2995x2863,East,Low,515,"Bank 515",North,0.81,5916.62,USD,2024-10-03,"South Mollybury",1,1
507,877,"Kimberly Jones",millsamanda@hotmail.com,001-255-762-7606x3199,East,High,919,"Bank 919",West,0.84,2107.14,USD,2024-10-21,Taylorbury,0,1
508,555,"Nathan Garza",mayerchristopher@newton.com,251.102.5568x78305,North,Low,858,"Bank 858",West,0.56,5600.47,USD,2024-02-02,Denisestad,1,1
509,469,"Beth Maxwell",salazarmatthew@gmail.com,910-382-0134,East,Medium,557,"Bank 557",West,0.58,3176.45,USD,2024-05-21,Murphyview,0,1
510,347,"Sandra Douglas",cowandebra@martinez.biz,2236935785,South,Medium,342,"Bank 342",North,0.55,4713.35,USD,2024-10-10,Guerrerotown,1,1
511,557,"Lisa Murray",thomasgardner@gmail.com,001-385-039-9540x5151,South,Low,484,"Bank 484",South,0.63,5909.94,USD,2024-01-18,Sherylborough,1,1
512,583,"Victoria Lee",stanleyjames@yahoo.com,168-505-7909,West,Medium,630,"Bank 630",East,0.74,211.71,USD,2024-10-09,"East Josephtown",1,1
513,93,"Jeff Thomas",vmorgan@gutierrez.com,698-761-5978x3303,West,Low,788,"Bank 788",West,0.91,1640.75,USD,2024-07-14,Lewisfurt,0,1
514,671,"Alyssa Quinn",wsmall@gmail.com,038.763.2050,East,High,999,"Bank 999",East,0.76,7195.54,USD,2023-12-29,"Port Gregory",1,1
515,337,"Paul Foley",jenniferjordan@yahoo.com,+1-796-738-3733x043,East,High,560,"Bank 560",South,0.81,6501.27,USD,2024-06-13,Melindaborough,0,1
516,18,"Frank Myers",wramirez@page-white.com,+1-996-635-8485x87793,West,Medium,617,"Bank 617",North,0.75,7750.07,USD,2024-07-26,"West Natalie",1,1
517,331,"Melissa Rojas",hsilva@fields.info,+1-646-561-5841x1411,West,Low,32,"Bank 32",North,0.57,1625.93,USD,2024-03-23,Hodgechester,0,1
518,734,"Marcia Cox",vegascott@gmail.com,859.806.6345x563,West,Low,641,"Bank 641",West,0.61,2355.94,USD,2024-03-15,Joshuahaven,0,1
519,374,"Matthew Foster",sheryl66@bell-graham.net,(749)138-5826,North,High,740,"Bank 740",North,0.82,5678.63,USD,2024-06-30,"West Lisa",1,1
520,394,"Dawn Lopez",eburton@burke.net,+1-778-018-0606x21103,East,Medium,173,"Bank 173",East,0.78,9432.86,USD,2024-02-15,"North Philip",0,1
521,340,"Melissa Garcia",mariasanchez@brown.info,+1-602-040-6882x68575,South,Medium,341,"Bank 341",West,0.63,4372.02,USD,2023-11-27,Grantview,0,1
522,955,"Rachel Bell",samuelhurley@york-serrano.com,(225)425-4053,South,Low,678,"Bank 678",North,0.89,1472.49,USD,2024-01-07,"North Victoria",1,1
523,71,"John Preston",cjohnson@reese.biz,+1-474-206-7156x45920,South,Medium,240,"Bank 240",East,0.73,9138.89,USD,2024-04-14,"New Jonathanmouth",1,1
524,799,"Mark Reeves",sheilajones@jones.com,312-876-3165x2720,South,Low,390,"Bank 390",South,0.77,1638.54,USD,2024-05-23,Aaronland,0,1
525,99,"Bradley Scott",gabrielrodriguez@gmail.com,001-834-620-6948,East,Medium,260,"Bank 260",East,0.8,2723.70,USD,2024-04-15,Danielburgh,1,1
526,27,"Linda Chavez",vyoung@yahoo.com,001-694-406-5074x864,West,Medium,814,"Bank 814",South,1,6050.36,USD,2023-12-02,"South Lisa",1,1
527,88,"Denise Pierce",ritterjoshua@hotmail.com,001-182-071-0240x829,North,Low,1006,"Bank 1006",West,0.5,4131.00,USD,2024-04-23,Thompsonborough,0,1
528,539,"Joshua Fox",clifford75@garcia-martinez.com,0365003811,South,High,52,"Bank 52",North,0.79,3952.29,USD,2024-04-21,Youngmouth,0,1
529,160,"Sylvia Hess DVM",dramirez@burns.biz,001-758-743-3067x8700,East,Low,616,"Bank 616",East,0.66,7065.13,USD,2024-02-11,Andrealand,1,1
530,391,"Jonathan Spencer",vanessa12@payne.com,+1-876-041-1912x38995,North,High,1000,"Bank 1000",East,0.96,9679.24,USD,2024-04-01,Blackburgh,1,1
531,763,"Brandi Meadows",travis36@smith.info,779-844-9388,South,Low,529,"Bank 529",North,0.63,3580.37,USD,2023-12-30,"North Kellymouth",0,1
532,757,"Catherine Fox",vsmall@cooper.com,799.060.3753x7167,South,Low,563,"Bank 563",North,0.78,459.49,USD,2023-12-01,Jonesburgh,0,1
533,343,"Christopher Anderson",adamwarren@jones.com,+1-574-674-3982,North,Medium,369,"Bank 369",East,0.71,7388.80,USD,2023-11-24,Bradfordfurt,1,1
534,462,"Timothy Andrews",nsalas@levine-martin.com,(603)832-1024,East,High,1006,"Bank 1006",West,0.5,9750.32,USD,2023-12-22,"West Kenneth",0,1
535,829,"Susan Gibson",christine84@hart.org,+1-174-900-0631x5842,South,High,143,"Bank 143",South,0.71,4336.54,USD,2024-08-13,"North Stephenmouth",1,1
536,734,"Marcia Cox",vegascott@gmail.com,859.806.6345x563,West,Low,193,"Bank 193",East,0.93,117.42,USD,2024-04-30,"West Gregorytown",0,1
537,501,"Travis Galloway",jpetersen@owen-cervantes.com,286.098.1851x209,South,Medium,867,"Bank 867",East,0.57,9636.40,USD,2024-10-09,"South Anthonyhaven",0,1
538,167,"Joshua Wolf",stephenhall@hood.com,(382)448-0216x7672,North,Low,888,"Bank 888",East,0.87,6089.18,USD,2024-01-30,"West Courtney",1,1
539,132,"Cheryl Gillespie",christopherbrown@gmail.com,+1-561-059-6376,East,High,609,"Bank 609",East,0.63,2721.97,USD,2023-12-14,Mossberg,0,1
540,507,"Craig Wilkins",wilkinsdavid@yahoo.com,729-098-9961x141,East,High,499,"Bank 499",West,0.54,8475.72,USD,2024-03-05,Conleyshire,0,1
541,721,"John Flynn",kathryn74@walker.com,3233312428,West,High,233,"Bank 233",North,0.78,7831.37,USD,2024-09-28,"North Randystad",1,1
542,999,"Katelyn Vasquez",jeffrey76@yahoo.com,544-590-9925,North,High,408,"Bank 408",South,0.73,9429.64,USD,2024-09-11,Schultzbury,1,1
543,436,"Connie Burton",williamschristina@golden.com,001-852-594-9733,West,High,976,"Bank 976",West,0.89,2951.22,USD,2024-04-02,"New Rachelland",1,1
544,786,"Deborah Reyes",fwood@gmail.com,863-850-9551x1306,East,High,544,"Bank 544",North,0.71,1561.00,USD,2024-04-10,"New Christina",0,1
545,780,"Tanner Weaver",blackeric@yahoo.com,(133)576-2569x4880,North,Low,808,"Bank 808",East,0.92,9452.52,USD,2024-08-28,"South Thomasstad",0,1
546,492,"April Ray",villarrealpam@davila-jones.com,9212046469,North,Medium,233,"Bank 233",North,0.78,9482.81,USD,2024-03-28,"New Teresatown",0,1
547,712,"Jaime Shepard",kimmichael@yahoo.com,123-516-4935x333,North,Medium,146,"Bank 146",West,0.6,8086.58,USD,2024-06-30,Daniellemouth,1,1
548,412,"Sandra Cervantes",hberry@gmail.com,494.586.7750x3965,West,Low,647,"Bank 647",South,0.74,5494.18,USD,2024-05-15,Cassandrahaven,1,1
549,553,"Erika Stewart MD",anthonyjessica@yahoo.com,4418100553,East,Medium,905,"Bank 905",East,0.73,7277.08,USD,2024-07-25,Laurenhaven,0,1
550,296,"Stacy Mccoy",scottgloria@novak.biz,1496557199,North,Medium,1005,"Bank 1005",North,0.98,5113.55,USD,2024-02-19,Jessicamouth,0,1
551,428,"Shannon Williams",jaredgonzalez@smith.com,+1-118-158-2354x6417,South,High,503,"Bank 503",North,0.72,8825.20,USD,2024-07-16,"New Kathryn",0,1
552,810,"Linda Green",karathomas@gmail.com,001-030-089-6927x8495,South,High,311,"Bank 311",North,0.92,146.95,USD,2024-05-28,"South David",1,1
553,402,"Cynthia Browning",hoffmandwayne@washington.org,235-780-4029x959,South,Low,907,"Bank 907",West,0.65,4320.66,USD,2024-07-17,Andersonberg,0,1
554,160,"Sylvia Hess DVM",dramirez@burns.biz,001-758-743-3067x8700,East,Low,700,"Bank 700",West,0.59,3828.55,USD,2024-10-26,"Port Mariochester",1,1
555,491,"Mr. Vincent Cook PhD",carolynle@cisneros.biz,0624531520,South,Low,947,"Bank 947",South,0.66,594.82,USD,2024-08-17,"North Teresaton",1,1
556,275,"Linda Lee",dfisher@barajas-kennedy.com,286-122-5379x87262,West,Low,566,"Bank 566",North,0.89,7354.65,USD,2024-09-16,"East Todd",1,1
557,514,"Daisy Melton",williamslisa@green.com,822.828.1602x325,North,High,108,"Bank 108",South,0.5,136.69,USD,2024-05-19,Amandaport,0,1
558,185,"Ashley Bauer",thompsonjavier@hotmail.com,(758)332-2033x3651,North,High,108,"Bank 108",South,0.5,1211.27,USD,2024-10-09,"New Joseph",1,1
559,824,"Melissa White",freemanjerry@yahoo.com,001-208-376-0056,East,Low,364,"Bank 364",West,0.62,3637.94,USD,2024-03-11,Toddbury,0,1
560,89,"Christina Cross",tmarks@dalton.com,(065)368-4609x7005,South,Low,453,"Bank 453",East,0.59,908.82,USD,2024-07-26,"Port Emilyville",0,1
561,498,"Brian Thompson",katelyn97@mills-walker.org,(236)234-2277,South,Low,137,"Bank 137",East,0.81,9534.80,USD,2024-06-14,"Port Destinyside",1,1
562,852,"Charles Davis",crystal13@foster-rodriguez.info,815-310-1888,North,Medium,648,"Bank 648",North,0.6,8163.48,USD,2024-01-09,Haroldstad,0,1
563,594,"Samantha Morgan",jcharles@mitchell-phillips.com,654-400-4698x520,South,Medium,288,"Bank 288",North,0.55,5050.63,USD,2023-12-15,"North Brittany",1,1
564,597,"Michael Dunn",knightgeorge@griffin-flores.net,6102996239,East,High,82,"Bank 82",North,0.63,3918.43,USD,2024-04-10,"Lake Benjamin",0,1
565,915,"Melanie Davis",alejandraharris@gmail.com,570.383.0540,East,Medium,395,"Bank 395",South,0.55,4905.83,USD,2024-08-29,"New Mollyburgh",0,1
566,270,"Daniel Mason",stevenflowers@yahoo.com,343-699-3641x133,South,Low,147,"Bank 147",West,0.59,9934.56,USD,2024-09-16,"Lake Teresaborough",1,1
567,151,"Cory Collins",laurapreston@hotmail.com,(378)285-3242x934,East,High,88,"Bank 88",West,0.52,9509.48,USD,2024-02-17,Charlesborough,1,1
568,955,"Rachel Bell",samuelhurley@york-serrano.com,(225)425-4053,South,Low,128,"Bank 128",East,0.75,5367.50,USD,2024-11-02,Reidmouth,0,1
569,771,"Jennifer Jimenez",hallstacey@allen.com,708.121.2556x504,West,Medium,649,"Bank 649",North,0.65,5545.83,USD,2024-04-21,"South Jonathan",1,1
570,94,"David Baker",wpowell@hotmail.com,001-499-024-6840x3844,West,Low,215,"Bank 215",North,0.94,9394.08,USD,2024-05-28,Oscarstad,1,1
571,207,"Nathan Green",kyledavis@hotmail.com,(264)312-5020x317,North,Medium,254,"Bank 254",South,0.75,9851.24,USD,2024-02-20,Clementsfurt,1,1
572,693,"Austin Perkins",nicholas77@wolfe.com,001-284-820-6508x09223,South,High,235,"Bank 235",East,0.79,8122.23,USD,2024-04-22,"North Julie",1,1
573,753,"Thomas Haney",gilbert86@hotmail.com,001-250-968-4520,North,Medium,704,"Bank 704",North,0.92,6290.98,USD,2024-08-13,Vanessastad,1,1
574,527,"Michelle Thomas",cynthia85@gmail.com,902-220-3707x0830,East,High,828,"Bank 828",South,0.97,554.61,USD,2024-06-18,Smithmouth,0,1
575,912,"Jeremy Brown",jamiebond@dillon-barnett.org,001-641-287-8606x186,South,High,365,"Bank 365",West,0.76,1732.45,USD,2024-01-07,"North Ryan",1,1
576,916,"Melissa Wagner",susan58@yahoo.com,028-846-2338x80491,West,Low,683,"Bank 683",West,0.78,4826.96,USD,2024-04-22,"West Scottborough",1,1
577,160,"Sylvia Hess DVM",dramirez@burns.biz,001-758-743-3067x8700,East,Low,524,"Bank 524",South,0.66,5624.12,USD,2024-01-30,Ronnieville,1,1
578,207,"Nathan Green",kyledavis@hotmail.com,(264)312-5020x317,North,Medium,385,"Bank 385",North,0.86,9118.16,USD,2023-11-23,Stacybury,1,1
579,973,"Douglas Schroeder",gilbertmarie@gmail.com,+1-829-505-3550,East,High,619,"Bank 619",South,0.89,2296.82,USD,2024-11-01,Laurenton,1,1
580,917,"James Clark",vickie23@hotmail.com,+1-163-286-3119,South,High,809,"Bank 809",North,0.59,7548.75,USD,2024-09-05,Barajasville,1,1
581,969,"David Kelly",cacosta@burns-thompson.com,+1-870-946-4239x319,East,High,851,"Bank 851",East,0.71,3273.65,USD,2023-12-04,"North Cameron",0,1
582,285,"Daniel Smith",kristindurham@cochran-santos.com,217-983-6560x75351,South,Low,686,"Bank 686",East,0.67,7300.91,USD,2024-09-29,Phillipsview,1,1
583,773,"Danielle Welch",david34@schneider.com,891.998.3034x4010,South,Low,521,"Bank 521",South,0.84,6902.88,USD,2024-05-23,"Port Ashley",0,1
584,591,"David Mcdaniel",tkelly@hamilton-harris.org,+1-406-367-8199x565,South,Medium,860,"Bank 860",North,0.77,2903.38,USD,2024-09-01,Powersshire,0,1
585,663,"Anthony Johnston",brianlloyd@allen.com,001-820-695-9551x1180,East,High,613,"Bank 613",East,0.74,8685.31,USD,2024-11-18,"New Amyshire",1,1
586,395,"Sara Brown",stephen23@hotmail.com,+1-070-320-1158x18692,East,Medium,483,"Bank 483",South,0.6,8054.89,USD,2024-09-19,"Port Charlesfort",1,1
587,917,"James Clark",vickie23@hotmail.com,+1-163-286-3119,South,High,618,"Bank 618",West,0.76,7964.42,USD,2024-10-01,"East Debramouth",1,1
588,153,"Karen Yang",bryansaunders@gmail.com,889.530.1735x15466,West,Low,992,"Bank 992",West,0.91,9016.89,USD,2024-07-31,Samanthabury,0,1
589,963,"Debbie Clark",beth61@edwards-williams.com,001-207-573-3262x842,East,Low,896,"Bank 896",South,0.69,5682.56,USD,2024-01-28,Joannfurt,1,1
590,190,"Gina Lopez",kevin63@gmail.com,289.590.7508,West,High,567,"Bank 567",East,0.98,1250.17,USD,2024-03-24,"Port Terri",1,1
591,573,"David Cochran",milleralicia@hotmail.com,001-189-914-5109x7467,South,High,65,"Bank 65",North,0.88,3792.94,USD,2024-08-08,"Lake Bonnie",1,1
592,855,"Michael Hunt",bwilliams@cruz.com,+1-556-158-7593x153,North,Low,313,"Bank 313",South,0.75,6540.42,USD,2024-11-04,Brewermouth,1,1
593,769,"Mary Ross",gregorybuck@yahoo.com,(712)295-4476,East,Medium,122,"Bank 122",West,0.55,5868.06,USD,2024-04-06,Stevensonstad,1,1
594,804,"Wesley Butler",acannon@poole.org,644.511.0759,East,Low,964,"Bank 964",South,0.63,3058.48,USD,2023-12-24,Rossfort,0,1
595,861,"Robert Alexander",wmcdonald@hicks.com,497.437.2423,East,Low,470,"Bank 470",South,0.56,7733.22,USD,2024-08-19,Philliphaven,1,1
596,548,"Daniel Anderson",kylebailey@griffith.net,(728)347-8526x61846,East,Low,589,"Bank 589",East,0.68,4662.69,USD,2024-03-13,"East Teresabury",1,1
597,674,"Aaron Rivera",madisonsanchez@gmail.com,034.726.0560x070,West,High,325,"Bank 325",East,0.86,1017.29,USD,2024-09-23,"East Jamesshire",1,1
598,280,"Jacqueline Dennis",halvarez@hotmail.com,9693020288,West,High,433,"Bank 433",East,0.84,4398.44,USD,2024-03-20,"West Hunter",0,1
599,930,"Haley Harris",michaelstevens@simmons.com,970.198.2648,East,High,891,"Bank 891",South,0.81,5153.49,USD,2024-02-03,"South Antonio",1,1
600,585,"Wesley Wallace",brendamoran@gmail.com,5585952792,North,High,282,"Bank 282",East,0.82,1247.33,USD,2024-06-15,Andersonborough,1,1
601,571,"Christian Green",debrasilva@williamson.biz,001-246-646-2346x0537,East,Low,327,"Bank 327",West,0.77,7332.16,USD,2024-09-11,Travisview,0,1
602,162,"Bryan Galloway",wgilbert@wells.com,179.270.0687x2274,East,Medium,278,"Bank 278",North,0.57,8705.30,USD,2024-11-12,Parkermouth,0,1
603,421,"Jessica Hart",brenda60@yahoo.com,(824)477-5867x64703,West,Medium,383,"Bank 383",West,0.77,9815.70,USD,2024-11-17,Devinfurt,0,1
604,618,"Cheryl Hill",christinamyers@yahoo.com,001-090-370-3404,East,High,688,"Bank 688",West,0.81,2453.74,USD,2024-06-19,Nicoletown,0,1
605,228,"Andrew Krause",qlopez@phillips-thompson.org,330-739-9164,South,High,950,"Bank 950",East,0.52,1910.40,USD,2024-05-04,Knightland,0,1
606,288,"Emily Aguilar",clarkallison@williams.com,+1-112-133-1416x490,North,Low,556,"Bank 556",South,0.88,8172.59,USD,2023-11-29,"Port Austinport",0,1
607,37,"Jonathan Collins",bryanmichael@allen.net,480.435.0184x3398,East,High,33,"Bank 33",East,0.61,4022.74,USD,2024-04-21,Kyleport,0,1
608,934,"Spencer Woods",amy26@phillips.net,962-945-4520x589,West,Low,399,"Bank 399",West,0.58,5625.84,USD,2023-11-30,"North Shari",0,1
609,784,"Jessica Rubio",christopherreilly@yahoo.com,(156)433-3418,East,High,709,"Bank 709",East,0.94,4580.70,USD,2024-05-22,"New Angieton",0,1
610,381,"Amanda Newman",gloriakelly@jenkins.biz,595-156-5789,East,Low,930,"Bank 930",West,0.74,732.28,USD,2023-12-13,"North Johnland",1,1
611,203,"Amanda Floyd",wduarte@goodman-clark.com,989.262.8955x33633,West,Low,359,"Bank 359",North,0.55,5797.25,USD,2024-06-04,"North Jenniferland",0,1
612,795,"Crystal Schultz",andrew30@williams.com,001-471-796-5088,West,High,148,"Bank 148",South,0.88,7837.58,USD,2024-09-17,"Port Shannonhaven",1,1
613,832,"Susan Watkins",omoore@watson-whitney.com,(142)657-7552x17942,East,Medium,396,"Bank 396",West,0.59,4102.58,USD,2024-07-29,"North Scott",0,1
614,835,"Thomas Holland",ellisjames@wilson.com,694-274-8450x825,East,Low,185,"Bank 185",South,0.76,6958.26,USD,2024-07-16,Cookport,0,1
615,449,"Jeffery Thomas",courtney68@gmail.com,718.675.3639x14906,West,Medium,616,"Bank 616",East,0.66,4974.08,USD,2024-05-26,"Lake Paul",1,1
616,115,"Amanda Webb",robertrowland@hotmail.com,+1-056-816-2694,West,High,694,"Bank 694",South,0.56,8806.59,USD,2024-03-12,Laurenmouth,1,1
617,212,"Bryan Bennett PhD",alexa35@robinson-mullins.com,0510357140,South,Medium,255,"Bank 255",East,0.99,7575.61,USD,2024-08-28,"West Keith",0,1
618,855,"Michael Hunt",bwilliams@cruz.com,+1-556-158-7593x153,North,Low,543,"Bank 543",South,0.56,9829.68,USD,2024-08-10,"South Kennethtown",0,1
619,301,"Timothy Contreras",gonzalezemily@hotmail.com,172-926-1775x0414,North,Medium,834,"Bank 834",South,0.71,135.47,USD,2024-11-20,"South James",1,1
620,407,"Steven Griffith",jasmine34@martinez.biz,666-669-7486,West,High,442,"Bank 442",North,0.66,7128.07,USD,2024-05-30,Deborahside,1,1
621,612,"Diane Hart",igonzalez@garner-gould.biz,105.630.5571x339,West,High,628,"Bank 628",North,0.86,6390.85,USD,2024-01-20,"South Nicholasport",0,1
622,82,"Christine Lopez",krichardson@huff.com,506-498-6632,North,Medium,9,"Brown, Lawrence and Chaney",West,0.62,8910.06,USD,2024-06-18,Loriburgh,1,1
623,76,"Chelsea Bradley",brandysingleton@gmail.com,(276)546-7577,West,Medium,801,"Bank 801",South,0.92,5108.84,USD,2024-11-04,Susantown,1,1
624,370,"Tyrone Peters",castillonicholas@ruiz-gordon.org,+1-636-756-1595,South,Low,207,"Bank 207",South,0.89,9045.09,USD,2024-01-04,Haneyshire,1,1
625,471,"William Cook",michelereeves@gmail.com,001-517-903-0741x5969,West,High,838,"Bank 838",East,0.51,5555.32,USD,2024-05-01,Grimesburgh,0,1
626,803,"Karen Carter",elizabeth62@hotmail.com,806-424-8222x403,South,Medium,615,"Bank 615",North,0.52,8829.18,USD,2024-01-31,"South Elizabethborough",1,1
627,443,"Michael Rodgers",coltonrivera@gmail.com,(236)430-7047,East,Low,632,"Bank 632",East,1,2841.25,USD,2023-12-17,Brendaport,0,1
628,178,"Tamara Castro",martinezmargaret@hotmail.com,001-946-118-0367x3154,North,High,969,"Bank 969",East,0.97,1895.34,USD,2024-07-01,Perezberg,0,1
629,660,"Scott Davis",jared03@hudson.com,(575)352-6612,East,Medium,349,"Bank 349",North,0.79,1246.47,USD,2024-08-12,Brandonberg,1,1
630,815,"Andrew Strickland",monica17@haynes.info,375.328.9258x78520,South,Medium,78,"Bank 78",West,0.75,6139.61,USD,2024-05-11,Edwardsburgh,0,1
631,460,"Tina Taylor",randolphdavid@hotmail.com,220-093-0996,East,Low,269,"Bank 269",North,0.9,91.22,USD,2024-02-20,Ryanport,0,1
632,779,"Daniel Hawkins",nancywhite@hill.com,198.631.3209x5320,West,Medium,517,"Bank 517",West,0.91,4705.28,USD,2024-06-29,"New Angelafurt",1,1
633,897,"Lauren Lee",blake65@martinez.com,001-469-350-2145x51160,West,Low,938,"Bank 938",East,0.93,7949.59,USD,2024-03-21,"South Donald",0,1
634,470,"Tonya Parsons",amandagregory@baker-harmon.com,2520235930,South,High,1006,"Bank 1006",West,0.5,3914.00,USD,2024-06-18,Michaelhaven,0,1
635,10,"Jared Harmon",ravila@hotmail.com,133.487.1656x55795,North,High,943,"Bank 943",North,1,1011.47,USD,2024-08-20,Edwardview,0,1
636,382,"Elizabeth Taylor",vwalker@salas.com,692-941-1130x735,East,Low,440,"Bank 440",North,0.88,3820.24,USD,2024-08-13,Stevenburgh,1,1
637,10,"Jared Harmon",ravila@hotmail.com,133.487.1656x55795,North,High,90,"Bank 90",South,0.66,3076.74,USD,2024-09-22,Richardfort,0,1
638,974,"Thomas Miranda",mcdonaldjean@yahoo.com,+1-298-553-9282x670,North,Medium,980,"Bank 980",West,0.72,3735.99,USD,2024-10-13,"East Elizabeth",1,1
639,301,"Timothy Contreras",gonzalezemily@hotmail.com,172-926-1775x0414,North,Medium,535,"Bank 535",East,0.55,9790.33,USD,2024-08-09,"New Kristen",0,1
640,888,"Shaun Howard",robert40@yahoo.com,+1-319-730-0171x343,East,Medium,320,"Bank 320",North,0.9,9434.14,USD,2023-12-07,"South Peter",1,1
641,74,"Lauren Torres",katherinecook@gmail.com,9520786858,South,Medium,177,"Bank 177",West,0.72,4176.01,USD,2024-08-15,"West Francisco",1,1
642,454,"Alexis Conway",smurphy@hotmail.com,958.236.5760x31320,West,High,925,"Bank 925",North,0.87,8919.97,USD,2024-08-31,Jenniferfurt,1,1
643,674,"Aaron Rivera",madisonsanchez@gmail.com,034.726.0560x070,West,High,516,"Bank 516",West,0.73,101.03,USD,2024-11-22,"East Mike",0,1
644,784,"Jessica Rubio",christopherreilly@yahoo.com,(156)433-3418,East,High,413,"Bank 413",West,0.87,5950.80,USD,2024-11-06,Floreston,0,1
645,780,"Tanner Weaver",blackeric@yahoo.com,(133)576-2569x4880,North,Low,928,"Bank 928",North,0.66,4610.14,USD,2024-03-16,Veronicaton,1,1
646,4,"James Campbell",virginiamorgan@gmail.com,161-783-7589x5926,South,Low,402,"Bank 402",North,0.95,2899.69,USD,2024-07-21,Cunninghamfurt,0,1
647,72,"Bradley Lewis",rosarioashley@gmail.com,(337)929-1912x197,North,Low,993,"Bank 993",South,0.97,7964.62,USD,2024-05-29,Jenniferview,0,1
648,102,"Emily Whitney",robinroberson@black.com,071.733.8655x0553,West,Low,53,"Bank 53",North,0.83,281.57,USD,2024-04-24,"East Lindsayland",1,1
649,149,"Timothy Fox",lrobinson@singleton.com,(140)408-0025x478,South,Low,244,"Bank 244",West,0.73,9294.44,USD,2024-07-16,"East Bridgetview",1,1
650,415,"Jennifer Murillo",davidsoncaitlyn@gmail.com,123.030.1376,West,Medium,988,"Bank 988",North,0.97,3022.37,USD,2024-10-28,Kristinastad,1,1
651,389,"Michelle Watkins",hillevelyn@chung-garrett.com,8006037326,West,Low,715,"Bank 715",West,0.79,1555.02,USD,2024-11-04,"East Manuelview",0,1
652,139,"Ronald Duncan",markwilliams@hotmail.com,(274)664-0924,South,Low,110,"Bank 110",North,0.65,420.89,USD,2024-08-09,Griffithview,0,1
653,720,"Christopher Lopez",joshua37@ballard-mcmahon.com,001-081-337-9568x3892,West,Low,556,"Bank 556",South,0.88,9391.38,USD,2024-05-15,Hallton,0,1
654,265,"Alicia Martin",mark14@morrison.com,675.712.6210,North,Medium,23,"Bank 23",North,0.79,5719.56,USD,2023-12-14,Schmidtview,0,1
655,565,"Mr. Adam Johnson",gmaldonado@gilbert-lozano.org,+1-266-507-9352,East,Low,212,"Bank 212",West,0.92,3433.10,USD,2024-03-08,Shafferville,1,1
656,578,"Melinda Alvarado",harveylarry@gmail.com,858.779.3031x430,West,Low,61,"Bank 61",East,0.52,6709.07,USD,2023-12-30,"South Stevenside",0,1
657,846,"Travis Reyes",simmonsrobert@hotmail.com,(816)091-7303,North,Low,631,"Bank 631",East,0.86,4152.67,USD,2024-11-08,"East David",0,1
658,388,"Michael Thompson",wattsstephanie@williamson-pittman.com,001-766-519-6603x19819,North,Medium,467,"Bank 467",South,0.5,9746.91,USD,2024-02-16,"South Dianeport",0,1
659,564,"Alicia Gonzalez",tcooper@hunter.com,721.512.3999,East,Low,191,"Bank 191",East,0.89,5939.31,USD,2024-09-02,Boothport,1,1
660,411,"Michelle Harding",amywade@gmail.com,1830518739,West,Medium,375,"Bank 375",South,0.77,2965.41,USD,2024-05-11,"New Rebeccaburgh",1,1
661,593,"Erica Marquez",newmanamber@vasquez.net,197.694.6104x539,East,Low,16,"Bank 16",South,0.96,657.35,USD,2024-10-30,Pittmanshire,0,1
662,754,"Jessica Farmer",jmartin@stephens-kelley.com,001-500-404-1703x129,East,High,530,"Bank 530",East,0.5,7283.99,USD,2024-09-10,Stephanieton,1,1
663,374,"Matthew Foster",sheryl66@bell-graham.net,(749)138-5826,North,High,727,"Bank 727",North,0.7,5453.36,USD,2024-06-23,Melissaton,0,1
664,917,"James Clark",vickie23@hotmail.com,+1-163-286-3119,South,High,235,"Bank 235",East,0.79,7017.66,USD,2024-04-23,"West Krista",1,1
665,653,"Mrs. Nancy Harris",brianturner@anderson-santos.com,001-007-428-9455x85471,East,Low,368,"Bank 368",West,0.98,530.93,USD,2023-11-27,Micheleport,0,1
666,385,"Patricia Schwartz",chris13@yahoo.com,296-384-5967x398,East,High,168,"Bank 168",South,0.53,8594.71,USD,2024-08-13,"Port Dianeborough",1,1
667,122,"Angel Harper",freese@yahoo.com,+1-194-805-1299x43901,East,Low,535,"Bank 535",East,0.55,9387.23,USD,2023-12-22,Christianmouth,1,1
668,479,"Eric Jones",wardrobert@gmail.com,(688)965-2994x0554,East,Low,591,"Bank 591",South,0.93,2929.82,USD,2024-02-23,Princeborough,0,1
669,325,"Benjamin Johnston",rkennedy@yahoo.com,385.926.1086,East,Medium,403,"Bank 403",South,0.95,2712.13,USD,2024-10-30,Erinport,1,1
670,320,"Renee Lopez",aaron40@mercado-norris.biz,+1-597-424-0998,East,High,523,"Bank 523",North,0.59,5609.28,USD,2024-08-29,Garciaview,0,1
671,674,"Aaron Rivera",madisonsanchez@gmail.com,034.726.0560x070,West,High,605,"Bank 605",East,0.74,4700.21,USD,2024-02-22,Ramosborough,1,1
672,965,"Margaret Gomez",patricia24@blair-jennings.org,445.652.0719x618,West,High,33,"Bank 33",East,0.61,6296.23,USD,2024-03-14,Michaelport,1,1
673,866,"Michelle Gray",eddieflores@gmail.com,001-033-263-5602,West,Medium,485,"Bank 485",East,0.61,3361.84,USD,2024-06-29,Wilsonton,0,1
